3638651_56cacfe81a,47,47
3638677_e58ab4e5d1,18,18
3638707_4ddc4ae652,453,453
3638708_897021f24e,437,437
3638780_b9c90cee2b,87,87
3639040_e6a4409428,23,23
2246536_daeeabd4de,25,25
2246534_253ab26674,25,25
3637906_87fc45e988,79,79
3636385_a586c18e37,61,61
3636384_de77b38d3b,46,46
3636434_157ed1295b,46,46
3636433_2bb176ea82,60,60
3636458_12ac0b887f,3,3
3636475_379e667336,19,19
3636585_42f3089786,56,56
3636643_0738d8f1a9,91,91
3636887_60922a3dc9,309,309
3637116_5566403c1b,200,200
3636358_daca871249,62,62
3636139_30e0f75ce8,78,78
3634405_75da809544,75,75
3635920_cf3b1df288,247,247
3634574_d76e782ff2,23,23
3634754_b8b22a697d,50,50
3634756_8502a39c20,50,50
3635032_c4413bc0d5,46,46
3635225_5b01d82b70,23,23
3635266_3dfa1231e7,18,18
3635451_f30e9963e9,337,337
3635638_0afad109a9,26,26
3635633_d6674c37ea,26,26
3632994_208b9ee794,200,200
3633028_bc2bcd5cc0,28,28
3633096_2d3c195b4c,30,30
3633148_391005850f,183,183
3633200_0af530ddb9,57,57
3633251_74825d017a,152,152
3633277_f59de1cef9,346,346
3633314_0a9f8d0eec,154,154
3633341_f60e02ed1f,198,198
3633704_b5bc977766,54,54
3633964_222b2aabfe,32,32
3633970_7b422302d3,317,317
3634006_4b3d54751d,132,132
3634291_29388e7ca8,50,50
3632616_6b9c9c318d,50,50
3632621_bf2235a7b8,205,205
3631927_110ab90171,389,389
3632604_409f9f6276,8,8
3631111_f275a9d673,9,9
3631510_8e28470603,12,12
3218664_0878de3e50,2,2
3242335_0ef26cd5bf,19,19
3631075_dab73116e7,38,38
3631090_3701d85dd4,97,97
3629244_4e4375199a,27,27
3629319_f21643a70d,31,31
3629320_c3752ef628,38,38
3629321_951a1d7094,27,27
3629388_9c5cf87598,13,13
3629410_48d70cf284,42,42
3629456_d3f1ba4348,31,31
3629489_9fadd4e0f1,42,42
3629505_2e17d501ae,18,18
3629540_3108b95fc4,19,19
3629554_20886c0ad0,14,14
3629576_0ec504a88b,205,205
3629594_142a5422a1,91,91
3629753_044e364f37,102,102
3629942_0069393e1f,28,28
3629943_1a865aea89,33,33
3629994_aa4e03eade,115,115
3629995_3c015542d1,107,107
3630008_708930a224,172,172
3630007_885d9f1de6,200,200
3630114_fa20d742e3,80,80
3630146_97616bafe6,28,28
3630154_0471735992,43,43
3630155_a06cdf65e4,44,44
3630177_f905363998,74,74
3630344_c5561a1caf,41,41
3630485_00141043d6,40,40
3630486_0740a78589,43,43
3630537_c0fbeac8ce,37,37
3630571_eeaeee7fb9,42,42
3630605_060515ef3a,35,35
3630606_30cac52917,40,40
3630608_be3df75ee5,16,16
3630662_e11cd1d8b3,76,76
3630759_cfd1031bba,41,41
3630768_f42d4d0499,32,32
3630769_e5de6c17cf,38,38
3630854_0f2f6ae131,31,31
3630886_1ccb648218,37,37
3630895_627a19bcaa,145,145
3630910_d2f7db362d,10,10
3631011_7fa9c31110,27,27
3631053_cc0d95a1e9,54,54
3631072_31e8670188,20,20
3631074_2bb5039338,37,37
3627019_aaba7c1b6b,41,41
3627152_3e883327a0,23,23
3628719_391c8520de,30,30
3628720_238bc13431,34,34
3629241_41f3b7ce53,419,419
3613628_f666a54d5a,10,10
3623197_0ba6e4a7f4,205,205
3626716_8b348f8ab8,37,37
3625540_3e7fccb425,18,18
3625542_44c662a20c,35,35
3623661_1a52028c5f,59,59
3624476_dca4b48f99,22,22
3624483_1981455574,24,24
3624486_4ca8ac4950,122,122
3624487_72251e585b,107,107
3623379_fad1452e82,13,13
3623419_db56b78c9d,96,96
3621837_e436e96baa,256,256
3621839_2483701745,60,60
3621845_eeb7c1b08b,60,60
3621852_2a54a8ce61,61,61
3621854_92d86c55d0,58,58
3622050_190066f38c,142,142
3622082_0fd0df94a2,43,43
3622196_35b2b0f69e,93,93
3622474_3b24eafe87,92,92
3622472_48738751b8,45,45
3622467_a3c2dfad96,48,48
3622469_ebeac72693,49,49
3622473_fb991f6537,46,46
3622506_6253785676,54,54
3622507_73fb5bded4,168,168
3622512_0cc1eb20ac,86,86
3622516_e42a0ef08f,47,47
3622522_9cf0d1086d,592,592
3622640_d83490ba51,35,35
3620601_42c492909e,41,41
3620735_ff5d032a62,41,41
3620742_8f242754bc,13,13
3620738_4a7906cd89,35,35
3620744_3d85d347f7,9,9
3621316_e1b1044a3d,121,121
3621438_8295002f52,217,217
3620105_3cbf6178bd,207,207
3620127_df22f6e0c5,250,250
3618717_98e24636a6,36,36
3618813_ed0162b9bb,31,31
3618809_826e0e6a90,31,31
3618806_56b8c61aae,31,31
3618814_148835b1a6,31,31
3618820_da2a8a6ebb,31,31
3619076_22bfd43512,593,593
3619268_fd4c7a2405,58,58
3619392_407bffa4dd,477,477
3619393_d7dc6b9eec,467,467
3619406_9cb988b67a,15,15
3619450_e6bad39ae6,20,20
3619589_188c44d3a0,181,181
3619827_3bba77e0ec,33,33
3617671_77ed4f4095,3,3
3618372_82d53ceb0c,45,45
3618625_b8566dceab,33,33
3618626_4c3015fc24,63,63
3618694_7e96b04e59,26,26
3616942_51083b9a13,156,156
3616974_8500c3b889,28,28
3616976_492ae047d4,20,20
3616982_f06d53f807,34,34
3617046_7f98f22921,11,11
3617052_e8ff1f88cf,13,13
3616850_5620e986f3,32,32
3616888_9a77870278,36,36
3616898_7c8a37b283,102,102
3616903_f71343d584,106,106
3616908_a25659f458,65,65
3616910_a88862df59,87,87
3616912_ce1483cfa8,87,87
3616917_9159b3a47d,312,312
3616920_2318a44f69,94,94
3616925_19cedaf60e,74,74
3616928_2cf0a1d863,140,140
3616426_f7f7f342ec,59,59
3616599_c4da422000,54,54
3616616_d8555e6455,343,343
3616643_e2f11ebdf0,269,269
3616642_58b2600014,361,361
3616641_6e0e69bc4f,68,68
3616634_2372c9a53b,284,284
3616676_70bea9f21a,25,25
3615159_82a4282e9d,46,46
3615241_b72a9c4708,49,49
3615246_4cc6336061,34,34
3615357_a5644ab32b,38,38
3615360_c126f36ba9,46,46
3615527_6bd5357daa,381,381
3615620_bb3d49798d,16,16
3615642_bf6e471afa,14,14
3615704_f8af50f292,15,15
3615703_4ce988d759,655,655
3615724_897e2a23f5,6,6
3615726_41bd390bf4,117,117
3616085_e88b64e600,63,63
3616216_c0e2809232,23,23
3616485_7f379dd2da,72,72
3616487_0cbeb07927,55,55
3614266_2afbb245bc,101,101
3614455_c947931166,46,46
3614471_2c2cda7268,66,66
3614476_4978f89691,46,46
3614477_b84327ee0f,65,65
3614482_7051e01058,1847,1847
3614500_a79d179cee,58,58
3614501_632810161f,59,59
3614510_02aa9a9666,10,10
3614503_950a318539,76,76
3614513_74ba9760d0,70,70
3614538_80ccbdd77a,88,88
3614539_a6e17e29c3,96,96
3614542_5e56e5797d,41,41
3614547_0fa472648a,46,46
3614553_56b2df6ccf,67,67
3614560_6e96f745bf,45,45
3614570_6aa6463662,90,90
3614621_d2c9646bd2,66,66
3614663_afd5bfdf2c,76,76
3614666_4fdbda0c27,40,40
3614687_bff846d594,32,32
3614709_184ed618eb,26,26
3614719_65fda6296a,67,67
3614720_2c4ac1970a,41,41
3614722_fa2078c93d,36,36
3614723_afc5a6b01d,22,22
3614724_6c3e47b6e3,46,46
3614725_78a5ec845a,44,44
3614726_c47087c75a,28,28
3614727_708e260f89,24,24
3614751_18d797be3a,26,26
3614759_340b8e0328,27,27
3614800_cb73203c01,33,33
3614798_c2d3f077f0,33,33
3614822_d18e82f350,4,4
3614847_881e906ba5,35,35
3614869_66e1372818,12,12
3614872_25a3577c39,21,21
3614886_5ee4ce3fb9,62,62
3614901_6ad581c7cb,23,23
3614902_a0ac930c00,16,16
3614961_4a0b803fe8,15,15
3614964_733f923e85,63,63
3614965_8ab6743aac,66,66
3614966_0472d65214,60,60
3614967_4de9d703fd,34,34
3614982_b5b512e345,27,27
3615056_a65f6d9f54,26,26
3615061_115e1a4c17,27,27
3615077_c231756a8d,6,6
3615076_767fce8961,8,8
3615075_37566ac6d8,6,6
3611318_fced0fe799,20,20
3611336_255d3b6201,64,64
3611393_f8ea01d448,3,3
3611462_099892743f,1275,1275
3611521_7a5e2e1a4c,14,14
3611550_34aa5ab822,25,25
3611770_d0da44a473,25,25
3611777_78957a7d62,45,45
3612538_7c23ec0ff9,26,26
3612742_dfa43ae97f,12,12
3612819_dcc526481a,26,26
3611169_812ce093bf,23,23
3611174_7152358559,19,19
3610019_084cb21013,39,39
3610030_5e3ccb9d03,141,141
3610544_fbcfa9d503,112,112
3610600_51893e0d56,114,114
3610604_352f98747f,116,116
3610645_e28338cc5e,60,60
3610650_0afcf67dd6,50,50
3610683_635982ac98,40,40
3610691_458d6a04a9,49,49
3610759_3191f926fc,6,6
3611063_9020037850,30,30
3611078_feac761877,217,217
3611095_f8600f6d1c,15,15
3611097_fead3eb37f,17,17
3608542_c9c7eb5721,80,80
3608543_0ea8553094,55,55
3608556_4f45550e8f,23,23
3608559_2feae2e1ef,27,27
3609182_e47b0896d4,285,285
3609320_87cf0ad605,80,80
3609551_cce49f1934,38,38
3609624_94dd59d33e,285,285
3590027_81fcc41b3b,27,27
3012776_7b97816b7f,27,27
3322045_d8249bb756,21,21
3581617_efa4dd3927,28,28
3608310_21900a7855,24,24
3607771_d4b3cef959,34,34
3607690_754e266d12,50,50
3607732_1f9ad6463d,55,55
3607644_b41bb7a5de,15,15
3607607_260803ab41,68,68
3607620_1f9e94cf8e,23,23
3606122_e4007fd612,55,55
3606145_911794c60a,46,46
3606147_4db17dba10,20,20
3606149_b96f6e98df,37,37
3606157_2f09ab728f,61,61
3606218_1c64c65403,26,26
3606234_de7463eccc,86,86
3606269_fb2ea86e73,10,10
3606418_d543b59cbd,18,18
3606421_8e6e06c399,22,22
3606430_e39d9ce99a,16,16
3606514_c433c2a7c1,6,6
3606924_c21267ece8,5,5
3607264_6808e4d50d,65,65
3607327_21684bd9e2,21,21
3607394_99c7ba4662,14,14
3607427_8ab55c485c,6,6
3607509_80c56d9d52,46,46
3604371_5d8fc50bad,211,211
3604549_382e2d48b3,10,10
3604551_130b82234e,8,8
3604605_87387e0f88,25,25
3604611_04b12829b7,73,73
3604650_9b5e811849,54,54
3604648_6920097d9e,53,53
3604654_1ce3562fa5,57,57
3604652_b83b89fe15,55,55
3604649_ef467671ef,52,52
3604655_e5a4f3bcd4,55,55
3604729_8755908dbf,33,33
3604785_1c2f7527d9,26,26
3604860_1cf290d519,2,2
3604931_579f1bd470,35,35
3605138_47f952771d,959,959
3605389_6252395bcf,129,129
3605390_917814ecf8,143,143
3605447_58ae59787b,109,109
3605546_48fd9c411f,22,22
3605549_fb92d817d2,144,144
3605552_b503cc6657,117,117
3605553_1c20670a16,134,134
3605554_f7cf9849da,148,148
3605555_fd3e2776a3,111,111
3605610_deee3693dd,7,7
3605649_6448265454,30,30
3605651_0c3ae254f7,9,9
3605890_4667fcc979,27,27
3605919_5fdde4cbc1,28,28
3606015_83118e26aa,16,16
3606021_52ab140401,253,253
3606092_f603f1c742,33,33
3603311_90bf01a478,38,38
3603309_f1bd5f964d,47,47
3603307_bb98525f6d,55,55
3603308_eff527b8c5,49,49
3603315_044dc72297,45,45
3603341_7776382a07,49,49
3603337_f841d225b0,18,18
3603338_3f47892a9c,75,75
3603342_89318258e0,52,52
3603344_2d933b02dc,50,50
3603346_aa37278c7b,34,34
3603352_c125f53f7d,52,52
3603347_f5bbfd4607,41,41
3603351_0a19f27f75,53,53
3603358_510e8b4c2a,44,44
3603357_ee50dcc21e,26,26
3603380_9051424863,36,36
3603381_a63fd0ce39,38,38
3603382_81f17126e6,41,41
3603385_0ceef6fe9d,20,20
3603386_cbed960130,22,22
3603384_f1d191ba8d,30,30
3603446_1ab67f8907,90,90
3603477_654b262508,50,50
3603453_94acf58592,21,21
3603455_1f6bfce5a7,24,24
3603462_803d59b3c5,26,26
3603551_00fac1c198,16,16
3603723_972146cad5,34,34
3603830_b373472925,177,177
3604155_2f26577280,28,28
1767481_4f2ccf034b,13,13
2172945_5ec9359274,30,30
3601725_9ccde9dd2d,52,52
3601771_34d63ef1a0,52,52
3601779_e8410f4af3,56,56
3601782_80dabecf70,66,66
3601907_50937a37bc,36,36
3601951_bb19b6b569,83,83
3602201_051ef7331f,66,66
3602227_a5f2ca382d,173,173
3602292_054cfee698,108,108
3602349_aa306999a0,24,24
3602367_5cf7550731,84,84
3602364_6e48eac09e,6,6
3602606_f356f59ffa,81,81
3602638_217095e97e,27,27
3602856_09536fc949,58,58
3602862_6b15d8e0ef,58,58
3495609_92ae2f0b0b,209,209
3592259_ba216db1a6,85,85
2367052_9e4117e656,31,31
2076485_faa4360a1d,11,11
2053483_b942685f67,10,10
2104886_1d4f933eaa,10,10
3601051_90bed75062,84,84
3601081_19dc29e467,38,38
3601111_361f8e5c2e,23,23
3601127_c39c556e1f,32,32
3601168_db61657259,3,3
3601175_4f64bf2d57,12,12
3601240_fbfa907621,142,142
3601239_d537c48037,142,142
3601280_30c955e16e,31,31
3601289_a311519576,297,297
3601284_875ddf13a2,188,188
3601333_ba987e591e,30,30
3601346_c58558305a,14,14
3601393_10fa97d52a,27,27
3601394_b93f0321dd,12,12
3601397_5de4a32058,20,20
3601399_dba02c7934,27,27
3601411_a34ce2a64a,36,36
3599971_af5de4582e,105,105
3599993_f7bfbbf305,30,30
3600157_651d38b557,7,7
3600179_b59f7d1332,38,38
3600191_e7989260c9,12,12
3600210_9a7e059c0b,19,19
3600220_77cc5f532a,25,25
3600265_7df94b73a0,30,30
3600277_46e4b7748c,25,25
3600286_6d22444639,11,11
3600289_3443a3126d,11,11
3600401_1c08ed382d,477,477
3600424_939c9aee7b,23,23
3600468_240fca5429,8,8
3600527_bc8eed5c4b,131,131
3600837_a6ab39deb2,105,105
3600977_e1bdba860f,28,28
3600986_b1ed66d4b1,26,26
3601034_731648f49a,12,12
3599724_773586ade3,50,50
3598130_5ef2794b3c,23,23
3598176_83b32b69a3,149,149
3598177_e22cab8620,258,258
3598318_636627359c,4,4
3598350_a5c81a1cd7,5,5
3598448_334bc4664e,130,130
3598559_bbf3fff8fc,250,250
3598848_122eea6827,24,24
3598852_e3c1819728,21,21
3598899_bd9d3e5cf4,7,7
3599242_b971d0a053,24,24
3502887_7885cd56c1,25,25
3597230_b069cfc258,49,49
3597387_cc26764ef8,21,21
3597388_f143bbbeaf,44,44
3597394_9de9d2a262,20,20
3597453_bdd155984e,15,15
3597656_976b0c21c8,81,81
3597660_578d3c0dde,57,57
3597879_d22d979b17,22,22
3597995_2a5d67ea50,19,19
3598069_82ca145b9c,27,27
3598074_b2f13e6487,27,27
3597138_8fba65d74d,225,225
3597141_764e67b85a,30,30
3595318_4f84997a1c,33,33
3595357_da42d1e351,32,32
3595383_96ee31e09b,12,12
3595385_08e93b7f73,29,29
3595386_77d0be8f98,37,37
3595489_be65d65e9e,1085,1085
3595592_ab1f3519f8,70,70
3595635_4d2ae62946,334,334
3595863_ec1ba4b071,48,48
3595862_506b49d255,37,37
3596019_e5e6ed56f3,16,16
3596096_31991def71,89,89
3596154_4dcae0411c,201,201
3596167_d72cb42ccc,80,80
3596168_deaa98c10a,50,50
3596172_8d6cd69063,69,69
3596171_d5b71bbdb9,50,50
3596191_4f90c0d513,20,20
3596355_317dde1347,27,27
3596396_a184b13fb3,182,182
3596416_f7031678d4,98,98
3596432_3bac6da5e2,37,37
3596433_4e310b1bbf,93,93
3596441_0f43b3d4f7,36,36
3596445_ebefbfe007,76,76
3596482_b11fa10275,7,7
3596484_7e77227dc4,55,55
3596486_46726d6c90,76,76
3596615_bae15f2384,24,24
3596669_5ac7c162dd,45,45
3596748_149f609838,37,37
3593908_4384befaf5,44,44
3594468_2a1e2deb33,25,25
3594824_642024855d,18,18
3594900_b6142f1d07,54,54
3594934_2443733ba8,138,138
3595025_d010ae42a3,106,106
3595031_ec999ab552,62,62
3595075_e100eb4539,95,95
3595107_9330259034,51,51
3595211_90c21db207,10,10
3595320_c87af6cce3,33,33
3595333_542a154cf5,36,36
2509036_69a82a9acd,27,27
1121827_59000f6a5d,20,20
2319338_0802c3abd0,33,33
3550984_dadbae8ef9,50,50
3593574_1336fbe561,28,28
3593651_9969a4a22c,25,25
3593673_5c7faefe93,37,37
3593726_8f5c97fc6a,35,35
3593762_ed88af6664,39,39
3593822_5ee7162154,66,66
3593781_b364fa6e07,43,43
3593816_7078d83968,31,31
2397923_96dcbb8b7e,566,566
3061893_a056a45f50,196,196
3292391_0f7b80421d,302,302
3593481_8070f3b910,10,10
3593619_5556a53a82,100,100
3593063_642ac8cdda,170,170
3593085_e4515f1789,30,30
3593319_b2e6197bd8,87,87
582152_410e25dbd4,10,10
3554893_ccd660762e,80,80
3592569_93223b05fd,30,30
3592656_9eeb57da4c,14,14
3592659_e0a926377f,15,15
3592815_4332105584,100,100
3592827_8c524d94f4,33,33
3592869_be3a988d45,33,33
3592874_1cdbfc4ed7,10,10
3592983_9608c17940,25,25
3593005_b8d9de20e1,30,30
3590050_a9fe908ad9,18,18
3590448_87b2a84810,200,200
3590615_601781b25d,663,663
3591003_94fc234dc0,22,22
3591024_c52a40f2b9,18,18
3591052_ae766bf247,80,80
3591222_634fa4d489,22,22
